CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS008/2026/00070,2026-11-15,"Economic Offence reported at Chitradurga Central PS, Chitradurga. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Chitradurga Central PS,Chitradurga,14.2571,76.4300,CS004,CAT002,GR005,CH008,CSH028,U035,DIS008,OFF125
KSP/DIS009/2026/00071,2026-12-16,"White Collar Crime reported at Davanagere Cyber Crime PS, Davanagere. Brief: Corporate embezzlement or insider fraud. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Davanagere Cyber Crime PS,Davanagere,14.5094,75.9668,CS005,CAT003,GR001,CH008,CSH029,U040,DIS009,OFF141
KSP/DIS010/2026/00072,2026-01-17,"Smuggling reported at Mysuru Traffic PS, Mysuru. Brief: Contraband gold or red sanders interception. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Mysuru Traffic PS,Mysuru,12.3538,76.6974,CS006,CAT004,GR002,CH007,CSH030,U045,DIS010,OFF157
KSP/DIS011/2026/00073,2026-02-18,"Extortion reported at Mandya Town PS, Mandya. Brief: Demanding protection money under threat. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Mandya Town PS,Mandya,12.5448,76.9181,CS001,CAT001,GR003,CH007,CSH031,U046,DIS011,OFF173
KSP/DIS012/2026/00074,2026-03-19,"Blackmail reported at Hassan Central PS, Hassan. Brief: Chantaje or extortion via compromised media. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Hassan Central PS,Hassan,13.0393,76.1364,CS002,CAT002,GR004,CH007,CSH032,U051,DIS012,OFF189
KSP/DIS013/2026/00075,2026-04-20,"Counterfeit Currency reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Chamarajanagara Cyber Crime PS,Chamarajanagara,11.9751,76.9927,CS003,CAT003,GR005,CH008,CSH033,U056,DIS013,OFF205
KSP/DIS014/2026/00076,2026-05-21,"Fake Documents reported at Kodagu Traffic PS, Kodagu. Brief: Forgery of land title deeds or government IDs. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Kodagu Traffic PS,Kodagu,12.4864,75.8002,CS004,CAT004,GR001,CH008,CSH034,U061,DIS014,OFF206
KSP/DIS015/2026/00077,2026-06-22,"Hit and Run reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Dakshina Kannada (Mangaluru) Town PS,Dakshina Kannada (Mangaluru),12.9411,74.8830,CS005,CAT001,GR002,CH011,CSH035,U062,DIS015,OFF222
KSP/DIS016/2026/00078,2026-07-23,"Road Accident reported at Udupi Central PS, Udupi. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Udupi Central PS,Udupi,13.3809,74.7821,CS006,CAT002,GR003,CH011,CSH036,U067,DIS016,OFF238
KSP/DIS017/2026/00079,2026-08-24,"Fire Incident reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: Industrial or residential fire accident inquiry. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Uttara Kannada (Karwar) Cyber Crime PS,Uttara Kannada (Karwar),14.8715,74.1833,CS001,CAT003,GR004,CH012,CSH037,U072,DIS017,OFF254
KSP/DIS018/2026/00080,2026-09-25,"Unknown Dead Body reported at Belagavi Traffic PS, Belagavi. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Belagavi Traffic PS,Belagavi,15.9157,74.5637,CS002,CAT004,GR005,CH012,CSH038,U077,DIS018,OFF270
KSP/DIS019/2026/00081,2026-10-26,"Suicide Investigation reported at Dharwad Town PS, Dharwad. Brief: Unnatural death and suicide note inquiry. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Dharwad Town PS,Dharwad,15.4899,75.0388,CS003,CAT001,GR001,CH012,CSH039,U078,DIS019,OFF286
KSP/DIS020/2026/00082,2026-11-27,"Property Disputes reported at Hubballi City Central PS, Hubballi City. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Hubballi City Central PS,Hubballi City,15.4087,75.1680,CS004,CAT002,GR002,CH012,CSH040,U083,DIS020,OFF302
KSP/DIS021/2026/00083,2026-12-28,"Public Disturbance reported at Gadag Cyber Crime PS, Gadag. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Gadag Cyber Crime PS,Gadag,15.4889,75.6888,CS005,CAT003,GR003,CH012,CSH041,U088,DIS021,OFF318
KSP/DIS022/2026/00084,2026-01-01,"Synthetic Drugs (MDMA) reported at Haveri Traffic PS, Haveri. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Haveri Traffic PS,Haveri,14.8646,75.4697,CS006,CAT004,GR004,CH006,CSH042,U093,DIS022,OFF334
KSP/DIS023/2026/00085,2026-02-02,"Murder reported at Vijayapura Town PS, Vijayapura. Brief: Premeditated homicide investigation. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Under Investigation,Violent Crime,Murder,Vijayapura Town PS,Vijayapura,16.8652,75.7450,CS001,CAT001,GR005,CH001,CSH001,U094,DIS023,OFF350
KSP/DIS024/2026/00086,2026-03-03,"Attempt to Murder reported at Bagalkote Central PS, Bagalkote. Brief: Violent assault with deadly weapon. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Bagalkote Central PS,Bagalkote,16.2333,75.7443,CS002,CAT002,GR001,CH001,CSH002,U099,DIS024,OFF366
KSP/DIS025/2026/00087,2026-04-04,"Assault & Grievous Hurt reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Physical injury caused during gang/group clash. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Kalaburagi Cyber Crime PS,Kalaburagi,17.3907,76.8953,CS003,CAT003,GR002,CH001,CSH003,U104,DIS025,OFF382
KSP/DIS026/2026/00088,2026-05-05,"Kidnapping reported at Bidar Traffic PS, Bidar. Brief: Abduction for ransom or coercion. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Convicted,Violent Crime,Kidnapping,Bidar Traffic PS,Bidar,17.9844,77.5939,CS004,CAT004,GR003,CH001,CSH004,U109,DIS026,OFF398
KSP/DIS027/2026/00089,2026-06-06,"Missing Person reported at Raichur Town PS, Raichur. Brief: Trace & locate missing citizen petition. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Acquitted,Violent Crime,Missing Person,Raichur Town PS,Raichur,16.2466,77.3853,CS005,CAT001,GR004,CH001,CSH005,U110,DIS027,OFF414
KSP/DIS028/2026/00090,2026-07-07,"Theft reported at Koppal Central PS, Koppal. Brief: Larceny of personal or commercial goods. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Closed / Undetected,Property Crime,Theft,Koppal Central PS,Koppal,15.4025,76.2078,CS006,CAT002,GR005,CH002,CSH006,U115,DIS028,OFF430
KSP/DIS029/2026/00091,2026-08-08,"Vehicle Theft reported at Yadgir Cyber Crime PS, Yadgir. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Yadgir Cyber Crime PS,Yadgir,16.8328,77.2002,CS001,CAT003,GR001,CH003,CSH007,U120,DIS029,OFF431
KSP/DIS030/2026/00092,2026-09-09,"Burglary reported at Ballari Traffic PS, Ballari. Brief: Overnight trespass and property theft. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Charge Sheeted,Property Crime,Burglary,Ballari Traffic PS,Ballari,15.2174,76.9994,CS002,CAT004,GR002,CH002,CSH008,U125,DIS030,OFF447
KSP/DIS031/2026/00093,2026-10-10,"Robbery reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Armed robbery using force or coercion. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Pending Trial,Property Crime,Robbery,Vijayanagara (Hospete) Town PS,Vijayanagara (Hospete),15.3119,76.4339,CS003,CAT001,GR003,CH002,CSH009,U126,DIS031,OFF463
KSP/DIS001/2026/00094,2026-11-11,"Chain Snatching reported at Bengaluru Urban Traffic PS, Bengaluru Urban. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Bengaluru Urban Traffic PS, Bengaluru Urban, Karnataka.",Convicted,Property Crime,Chain Snatching,Bengaluru Urban Traffic PS,Bengaluru Urban,13.0516,77.6746,CS004,CAT002,GR004,CH002,CSH010,U004,DIS001,OFF014
KSP/DIS002/2026/00095,2026-12-12,"Cyber Crime reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Bengaluru Rural Cyber Crime PS,Bengaluru Rural,13.2947,77.6440,CS005,CAT003,GR005,CH004,CSH011,U012,DIS002,OFF030
KSP/DIS003/2026/00096,2026-01-13,"UPI Fraud reported at Ramanagara Traffic PS, Ramanagara. Brief: Fake QR code or deceptive payment request. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Ramanagara Traffic PS,Ramanagara,12.7979,77.3632,CS006,CAT004,GR001,CH004,CSH012,U017,DIS003,OFF046
KSP/DIS004/2026/00097,2026-02-14,"Online Banking Fraud reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Chikkaballapura Town PS,Chikkaballapura,13.4825,77.7785,CS001,CAT001,GR002,CH004,CSH013,U018,DIS004,OFF062
KSP/DIS005/2026/00098,2026-03-15,"Identity Theft reported at Kolar Central PS, Kolar. Brief: SIM swap or stolen credential impersonation. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Kolar Central PS,Kolar,13.1967,78.1891,CS002,CAT002,GR003,CH004,CSH014,U023,DIS005,OFF078
KSP/DIS006/2026/00099,2026-04-16,"ATM Fraud reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: ATM skimming device or card cloning. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Tumakuru Cyber Crime PS,Tumakuru,13.4122,77.1745,CS003,CAT003,GR004,CH004,CSH015,U028,DIS006,OFF094
KSP/DIS007/2026/00100,2026-05-17,"Rape reported at Shivamogga Traffic PS, Shivamogga. Brief: Penal Code Section 376 prosecution. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Convicted,Crime Against Women & Children,Rape,Shivamogga Traffic PS,Shivamogga,13.9159,75.5541,CS004,CAT004,GR005,CH005,CSH016,U033,DIS007,OFF110
KSP/DIS008/2026/00101,2026-06-18,"Sexual Assault reported at Chitradurga Town PS, Chitradurga. Brief: Outraging modesty and sexual harassment. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Chitradurga Town PS,Chitradurga,14.1761,76.3490,CS005,CAT001,GR001,CH005,CSH017,U034,DIS008,OFF126
KSP/DIS009/2026/00102,2026-07-19,"POCSO reported at Davanagere Central PS, Davanagere. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Davanagere Central PS,Davanagere,14.4284,75.8858,CS006,CAT002,GR002,CH005,CSH018,U039,DIS009,OFF142
KSP/DIS010/2026/00103,2026-08-20,"Domestic Violence reported at Mysuru Cyber Crime PS, Mysuru. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Mysuru Cyber Crime PS,Mysuru,12.2728,76.6164,CS001,CAT003,GR003,CH005,CSH019,U044,DIS010,OFF158
KSP/DIS011/2026/00104,2026-09-21,"Illegal Weapons reported at Mandya Traffic PS, Mandya. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Mandya Traffic PS,Mandya,12.5118,76.8851,CS002,CAT004,GR004,CH007,CSH020,U049,DIS011,OFF174
KSP/DIS012/2026/00105,2026-10-22,"Drug Trafficking reported at Hassan Town PS, Hassan. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Hassan Town PS,Hassan,12.9583,76.0554,CS003,CAT001,GR005,CH006,CSH021,U050,DIS012,OFF190
KSP/DIS013/2026/00106,2026-11-23,"Human Trafficking reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Forced labor or trafficking rescue operation. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Chamarajanagara Central PS,Chamarajanagara,11.8941,76.9117,CS004,CAT002,GR001,CH007,CSH022,U055,DIS013,OFF191
KSP/DIS014/2026/00107,2026-12-24,"Gambling reported at Kodagu Cyber Crime PS, Kodagu. Brief: Illegal betting & Matka operation bust. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Kodagu Cyber Crime PS,Kodagu,12.4054,75.7192,CS005,CAT003,GR002,CH012,CSH023,U060,DIS014,OFF207
KSP/DIS015/2026/00108,2026-01-25,"Wildlife Crime reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Poaching of protected species or ivory seizure. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Dakshina Kannada (Mangaluru) Traffic PS,Dakshina Kannada (Mangaluru),12.9081,74.8500,CS006,CAT004,GR003,CH009,CSH024,U065,DIS015,OFF223
KSP/DIS016/2026/00109,2026-02-26,"Forest Crime reported at Udupi Town PS, Udupi. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Udupi Town PS,Udupi,13.2999,74.7011,CS001,CAT001,GR004,CH009,CSH025,U066,DIS016,OFF239
KSP/DIS017/2026/00110,2026-03-27,"Terror Related Activity reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Uttara Kannada (Karwar) Central PS,Uttara Kannada (Karwar),14.7905,74.1023,CS002,CAT002,GR005,CH010,CSH026,U071,DIS017,OFF255
KSP/DIS018/2026/00111,2026-04-28,"Corruption reported at Belagavi Cyber Crime PS, Belagavi. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Belagavi Cyber Crime PS,Belagavi,15.8347,74.4827,CS003,CAT003,GR001,CH008,CSH027,U076,DIS018,OFF271
KSP/DIS019/2026/00112,2026-05-01,"Economic Offence reported at Dharwad Traffic PS, Dharwad. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Dharwad Traffic PS,Dharwad,15.4569,75.0058,CS004,CAT004,GR002,CH008,CSH028,U081,DIS019,OFF287
KSP/DIS020/2026/00113,2026-06-02,"White Collar Crime reported at Hubballi City Town PS, Hubballi City. Brief: Corporate embezzlement or insider fraud. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Hubballi City Town PS,Hubballi City,15.3277,75.0870,CS005,CAT001,GR003,CH008,CSH029,U082,DIS020,OFF303
KSP/DIS021/2026/00114,2026-07-03,"Smuggling reported at Gadag Central PS, Gadag. Brief: Contraband gold or red sanders interception. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Gadag Central PS,Gadag,15.4079,75.6078,CS006,CAT002,GR004,CH007,CSH030,U087,DIS021,OFF319
KSP/DIS022/2026/00115,2026-08-04,"Extortion reported at Haveri Cyber Crime PS, Haveri. Brief: Demanding protection money under threat. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Haveri Cyber Crime PS,Haveri,14.7836,75.3887,CS001,CAT003,GR005,CH007,CSH031,U092,DIS022,OFF335
KSP/DIS023/2026/00116,2026-09-05,"Blackmail reported at Vijayapura Traffic PS, Vijayapura. Brief: Chantaje or extortion via compromised media. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Vijayapura Traffic PS,Vijayapura,16.8322,75.7120,CS002,CAT004,GR001,CH007,CSH032,U097,DIS023,OFF351
KSP/DIS024/2026/00117,2026-10-06,"Counterfeit Currency reported at Bagalkote Town PS, Bagalkote. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Bagalkote Town PS,Bagalkote,16.1523,75.6633,CS003,CAT001,GR002,CH008,CSH033,U098,DIS024,OFF367
KSP/DIS025/2026/00118,2026-11-07,"Fake Documents reported at Kalaburagi Central PS, Kalaburagi. Brief: Forgery of land title deeds or government IDs. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Kalaburagi Central PS,Kalaburagi,17.3097,76.8143,CS004,CAT002,GR003,CH008,CSH034,U103,DIS025,OFF383
KSP/DIS026/2026/00119,2026-12-08,"Hit and Run reported at Bidar Cyber Crime PS, Bidar. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Bidar Cyber Crime PS,Bidar,17.9034,77.5129,CS005,CAT003,GR004,CH011,CSH035,U108,DIS026,OFF399
KSP/DIS027/2026/00120,2026-01-09,"Road Accident reported at Raichur Traffic PS, Raichur. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Raichur Traffic PS,Raichur,16.2136,77.3523,CS006,CAT004,GR005,CH011,CSH036,U113,DIS027,OFF415
KSP/DIS028/2026/00121,2026-02-10,"Fire Incident reported at Koppal Town PS, Koppal. Brief: Industrial or residential fire accident inquiry. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Koppal Town PS,Koppal,15.3215,76.1268,CS001,CAT001,GR001,CH012,CSH037,U114,DIS028,OFF416
